OfficeName,Pincode,District,StateName,Lat_GMAP,Long_GMAP
Ambapura BO,391145,CHHOTAUDEPUR,GUJARAT,22.2009607,73.65656419999999
Malpur BO,391145,CHHOTAUDEPUR,GUJARAT,22.1364543,73.59180169999999
Sunderpura BO,391145,CHHOTAUDEPUR,GUJARAT,22.1897779,73.64626249999999
Vadeli BO,391145,CHHOTAUDEPUR,GUJARAT,22.2140838,73.61535409999999
Khanderaopura BO,382115,MAHESANA,GUJARAT,23.10398,72.3044723
Tambolia BO,384230,PATAN,GUJARAT,23.6993955,72.0176673
Kureja BO,384255,PATAN,GUJARAT,23.770029,71.9816261
Bhalusana BO,384330,MAHESANA,GUJARAT,24.0406768,72.74222639999999
Sartanpur BO,384330,MAHESANA,GUJARAT,24.0127019,72.7730478
Timba BO,384330,MAHESANA,GUJARAT,23.9872414,72.75921869999999
Sobhasan BO,384335,MAHESANA,GUJARAT,23.7956537,72.7577412
Undhai BO,384335,MAHESANA,GUJARAT,23.8181717,72.7281884
Umari BO,384340,MAHESANA,GUJARAT,24.0414532,72.7178441
Manipur BO,384441,MAHESANA,GUJARAT,23.2146493,72.316313
Vamaj BO,384441,MAHESANA,GUJARAT,23.2189996,72.4102798
Dasaj BO,384170,MAHESANA,GUJARAT,23.8344082,72.45244339999999
Karli BO,384170,MAHESANA,GUJARAT,23.8024335,72.4864652
Maktupur BO,384170,MAHESANA,GUJARAT,23.8304501,72.3695895
Tundav BO,384170,MAHESANA,GUJARAT,23.8275371,72.332593
Badarpur BO,384355,MAHESANA,GUJARAT,23.8223216,72.65798649999999
Gundrasan BO,384355,MAHESANA,GUJARAT,23.7343509,72.7252329
Sultanpur BO,384355,MAHESANA,GUJARAT,23.7969027,72.6808966
Khandosan BO,384310,MAHESANA,GUJARAT,23.7368073,72.4724133
Padharia BO,384565,MAHESANA,GUJARAT,23.5879607,72.36932519999999
Aglod BO,384570,MAHESANA,GUJARAT,23.5879607,72.36932519999999
Ghantu Dhanpura BO,384570,MAHESANA,GUJARAT,23.5464159,72.7880292
Jepur BO,384570,MAHESANA,GUJARAT,23.6278658,72.7887678
Pedhamali BO,384570,MAHESANA,GUJARAT,23.6717508,72.8264378
Ranasan BO,384570,MAHESANA,GUJARAT,23.5295966,72.7540473
Gothva BO,384315,MAHESANA,GUJARAT,23.6458092,72.6121601
Jaska BO,384315,MAHESANA,GUJARAT,23.8213455,72.53157449999999
Kansa BO,384315,MAHESANA,GUJARAT,23.7080791,72.5160459
Rajgadh BO,384315,MAHESANA,GUJARAT,23.7387448,72.51382749999999
Rangakui BO,384315,MAHESANA,GUJARAT,23.6348674,72.6395064
Chalva BO,385330,BANAS KANTHA,GUJARAT,24.3016984,71.7325908
Lavana BO,385330,BANAS KANTHA,GUJARAT,24.286642,71.7640199
Rantila BO,385330,BANAS KANTHA,GUJARAT,24.2487978,71.76817919999999
Dhakha BO,385310,BANAS KANTHA,GUJARAT,24.5372594,71.9697718
Jiwana BO,385310,BANAS KANTHA,GUJARAT,24.5749744,72.0201494
Kherola BO,385310,BANAS KANTHA,GUJARAT,24.4054769,72.0171862
Lavara BO,385310,BANAS KANTHA,GUJARAT,24.6112003,71.9245731
Daran BO,384445,MAHESANA,GUJARAT,23.2070331,72.2815297
Jagnathpura BO,384140,MAHESANA,GUJARAT,23.8784944,72.4176774
Sagthala BO,384325,MAHESANA,GUJARAT,23.9222453,72.63877
Malotra BO,385310,BANAS KANTHA,GUJARAT,24.5122382,71.9994067
Morthal BO,385310,BANAS KANTHA,GUJARAT,24.5655197,71.82748459999999
Nandla BO,385310,BANAS KANTHA,GUJARAT,24.4384326,72.0053333
Nani BO,385310,BANAS KANTHA,GUJARAT,24.3366586,72.0171862
Nenava BO,385310,BANAS KANTHA,GUJARAT,24.6491019,71.8778854
Pechhadal BO,385310,BANAS KANTHA,GUJARAT,24.3868738,72.0527421
Bhorol BO,385566,BANAS KANTHA,GUJARAT,24.5298992,71.5427212
Idhata BO,385566,BANAS KANTHA,GUJARAT,24.4635046,71.5676642
Karbun BO,385566,BANAS KANTHA,GUJARAT,24.5939675,71.6539859
Mavsari BO,385566,BANAS KANTHA,GUJARAT,24.6134871,71.3675927
Savapura BO,385566,BANAS KANTHA,GUJARAT,24.5567745,71.6198686
Sherau BO,385566,BANAS KANTHA,GUJARAT,24.6318163,71.53776599999999
Tadav BO,385566,BANAS KANTHA,GUJARAT,24.5017154,71.4329048
Vaghasan BO,385566,BANAS KANTHA,GUJARAT,24.6274761,71.6999757
Bhoyan BO,385535,BANAS KANTHA,GUJARAT,24.2347823,72.2186128
Chekra BO,385535,BANAS KANTHA,GUJARAT,24.3523587,71.957917
Disa MY Pedal BO,385535,BANAS KANTHA,GUJARAT,24.2585055,72.1906739
Ghada BO,385535,BANAS KANTHA,GUJARAT,24.3983618,72.2423008
Chanvada BO,391110,VADODARA,GUJARAT,22.0600871,73.4681081
Wadhwana BO,391110,VADODARA,GUJARAT,22.1540363,73.4905922
Alwa BO,391120,NARMADA,GUJARAT,21.9732463,73.66134699999999
Bhadarwa BO,391120,NARMADA,GUJARAT,21.9077482,73.66097909999999
Uchad BO,391120,NARMADA,GUJARAT,21.9451616,73.6447908
Achisara BO,391250,VADODARA,GUJARAT,22.0232405,73.3182111
Bavaria BO,391250,VADODARA,GUJARAT,21.9980735,73.28833
Malpur BO,391250,VADODARA,GUJARAT,22.0067776,73.3476585
Ranapur BO,391250,VADODARA,GUJARAT,21.9382158,73.2511033
Utraj BO,391250,VADODARA,GUJARAT,21.9882357,73.2632672
Kandgawal Tikker BO,176061,KANGRA,HIMACHAL PRADESH,32.1191198,76.5372625
Bindravan BO,176061,KANGRA,HIMACHAL PRADESH,32.1079517,76.51124709999999
Sakoh BO,176082,KANGRA,HIMACHAL PRADESH,31.8648989,76.5083562
Dharer BO,176125,KANGRA,HIMACHAL PRADESH,32.0592602,76.65930709999999
Ghartholi BO,176125,KANGRA,HIMACHAL PRADESH,32.0410433,76.6542664
Mandher BO,176125,KANGRA,HIMACHAL PRADESH,32.0511968,76.644043
Ustehar BO,176125,KANGRA,HIMACHAL PRADESH,32.0392567,76.6435506
Paplah BO,176073,KANGRA,HIMACHAL PRADESH,31.9244688,76.5040197
Deogram BO,176067,KANGRA,HIMACHAL PRADESH,32.0998031,76.2691006
Balakrupi BO,176082,KANGRA,HIMACHAL PRADESH,31.8541174,76.4877605
Bheri BO,176082,KANGRA,HIMACHAL PRADESH,31.8451965,76.4910933
Jangal BO,176082,KANGRA,HIMACHAL PRADESH,31.8652065,76.4982375
Mahankal BO,176125,KANGRA,HIMACHAL PRADESH,32.3045224,76.91820969999999
Phattahar BO,176125,KANGRA,HIMACHAL PRADESH,32.3045224,76.91820969999999
Sakri BO,176125,KANGRA,HIMACHAL PRADESH,32.3045224,76.91820969999999
Kanjetha BO,391115,VADODARA,GUJARAT,21.9380483,73.3502377
Surasamal BO,391115,VADODARA,GUJARAT,21.9338316,73.2957009
Zanzad BO,391115,VADODARA,GUJARAT,21.9374897,73.39370989999999
Kadadhara BO,391107,VADODARA,GUJARAT,22.1544841,73.3472901
Kundhela BO,391107,VADODARA,GUJARAT,22.1881431,73.28243309999999
Naria BO,391107,VADODARA,GUJARAT,22.1544841,73.3472901
Samsabad BO,391107,VADODARA,GUJARAT,22.1224696,73.24852299999999
Fatepura BO,391120,NARMADA,GUJARAT,21.9938174,73.5829689
Jalodra BO,391120,NARMADA,GUJARAT,22.048144,73.5310684
Kaprupur BO,387305,KHEDA,GUJARAT,22.8276279,73.02576909999999
Garmala BO,387510,KHEDA,GUJARAT,22.6803287,72.6764626
Heranj BO,387510,KHEDA,GUJARAT,22.6669198,72.6919814
Undhela BO,387510,KHEDA,GUJARAT,22.6967556,72.7141496
Sarkhej BO,387635,KHEDA,GUJARAT,22.9698208,72.9283391
Kuna BO,387110,KHEDA,GUJARAT,22.8872268,72.8078639
Modaj BO,387110,KHEDA,GUJARAT,22.8706292,72.7831741
Sankhej BO,387120,KHEDA,GUJARAT,22.8216048,72.6861624
Vasna Margia BO,387120,KHEDA,GUJARAT,22.835869,72.65650839999999
Sorna BO,387620,KHEDA,GUJARAT,22.9751408,73.0818468
Sunda BO,387620,KHEDA,GUJARAT,23.0559934,73.1880618
Dampat BO,387630,KHEDA,GUJARAT,22.9327933,73.03418529999999
Dana BO,387630,KHEDA,GUJARAT,22.8891385,72.9814877
Charan Nikol BO,387640,KHEDA,GUJARAT,22.9501526,73.14381159999999
Chikhlod BO,387640,KHEDA,GUJARAT,22.9711586,73.1445492
Porda Fagvel BO,387640,KHEDA,GUJARAT,22.9097292,73.19691080000001
Vadol BO,387640,KHEDA,GUJARAT,22.9764485,73.1998604
Sheri BO,387305,SABAR KANTHA,GUJARAT,23.8476704,72.99329689999999
Sansal BO,176125,KANGRA,HIMACHAL PRADESH,32.0651913,76.6910787
Sehal BO,176125,KANGRA,HIMACHAL PRADESH,32.0618028,76.66581649999999
Boda Lower BO,176083,KANGRA,HIMACHAL PRADESH,32.022262,76.47293719999999
Kasba Punner BO,176083,KANGRA,HIMACHAL PRADESH,32.0551967,76.51925539999999
Kothi BO,176088,KANGRA,HIMACHAL PRADESH,31.9396132,76.6715911
Mungal Galoo BO,176088,KANGRA,HIMACHAL PRADESH,31.9306342,76.6528225
Nanwar BO,176088,KANGRA,HIMACHAL PRADESH,31.952984,76.6398272
Salehra BO,176088,KANGRA,HIMACHAL PRADESH,31.9458591,76.62538649999999
Sansai BO,176088,KANGRA,HIMACHAL PRADESH,31.9275607,76.66512610000001
Kharuhal BO,176092,KANGRA,HIMACHAL PRADESH,31.9666531,76.5199195
Mundhi BO,176092,KANGRA,HIMACHAL PRADESH,31.9560717,76.46064679999999
Kallon BO,176086,KANGRA,HIMACHAL PRADESH,32.0346661,76.37530459999999
Lahat BO,176086,KANGRA,HIMACHAL PRADESH,31.9565117,76.5188071
Rit BO,176086,KANGRA,HIMACHAL PRADESH,31.9410724,76.52705230000001
Tarela BO,176086,KANGRA,HIMACHAL PRADESH,31.9384351,76.5300365
Balahra BO,176098,KANGRA,HIMACHAL PRADESH,32.1904776,76.0217831
Dhupkiara BO,176096,KANGRA,HIMACHAL PRADESH,31.9291317,76.5473781
Kosri BO,176096,KANGRA,HIMACHAL PRADESH,31.9381244,76.579165
Punadra BO,387610,KHEDA,GUJARAT,23.0917008,72.98739239999999
Bhesan BO,395005,SURAT,GUJARAT,21.2588829,72.7333604
Harsour BO,174305,HAMIRPUR,HIMACHAL PRADESH,31.48194729999999,76.4874494
Bhakreri BO,174305,HAMIRPUR,HIMACHAL PRADESH,31.53428259999999,76.47237430000001
Pathliar BO,174305,HAMIRPUR,HIMACHAL PRADESH,31.5059035,76.46064679999999
Nara BO,174309,HAMIRPUR,HIMACHAL PRADESH,31.4956021,76.5083562
Loharda BO,174304,HAMIRPUR,HIMACHAL PRADESH,31.5360805,76.4939006
Chanruhi BO,177024,HAMIRPUR,HIMACHAL PRADESH,31.6447096,76.6990172
Hanoh BO,177024,HAMIRPUR,HIMACHAL PRADESH,31.6693107,76.6867484
Aghar BO,176041,HAMIRPUR,HIMACHAL PRADESH,31.6125799,76.55460310000001
Jhiralari BO,176041,HAMIRPUR,HIMACHAL PRADESH,31.6022436,76.5462943
Kharwar BO,176041,HAMIRPUR,HIMACHAL PRADESH,31.60221809999999,76.62827469999999
Ropari BO,176041,HAMIRPUR,HIMACHAL PRADESH,31.6125799,76.55460310000001
Bihru BO,176040,HAMIRPUR,HIMACHAL PRADESH,31.5403798,76.5603828
Ghangot BO,176039,HAMIRPUR,HIMACHAL PRADESH,31.48708529999999,76.535721
Amroh BO,177024,HAMIRPUR,HIMACHAL PRADESH,31.6688604,76.70911819999999
Baroh BO,177024,HAMIRPUR,HIMACHAL PRADESH,31.6528316,76.6831397
Bhukkar BO,177024,HAMIRPUR,HIMACHAL PRADESH,31.65984079999999,76.7147123
Galodiya BO,383275,SABAR KANTHA,GUJARAT,24.012445,73.08102389999999
Kotlu BO,176096,KANGRA,HIMACHAL PRADESH,31.9241659,76.527146
Bharwana BO,176103,KANGRA,HIMACHAL PRADESH,32.0568707,76.5741085
Biara BO,176103,KANGRA,HIMACHAL PRADESH,32.0441656,76.579165
Haded BO,176115,KANGRA,HIMACHAL PRADESH,31.8611211,76.4215988
Badiarkhar BO,176081,KANGRA,HIMACHAL PRADESH,32.0819694,76.606611
Jhikli Bheth BO,176081,KANGRA,HIMACHAL PRADESH,32.0757683,76.62683059999999
Dagoh BO,176076,KANGRA,HIMACHAL PRADESH,31.9623017,76.6224981
Atiala Dai BO,176083,KANGRA,HIMACHAL PRADESH,32.04227,76.49679189999999
Man Simble BO,176083,KANGRA,HIMACHAL PRADESH,32.058387,76.5040197
Simbal BO,176071,KANGRA,HIMACHAL PRADESH,31.9765495,76.6513787
Gunehar BO,176077,KANGRA,HIMACHAL PRADESH,32.0390866,76.7331984
Bhirri BO,176088,KANGRA,HIMACHAL PRADESH,31.9473485,76.6554512
Dhandhol BO,176128,KANGRA,HIMACHAL PRADESH,31.982736,76.6701475
Boda Lauhanti BO,176092,KANGRA,HIMACHAL PRADESH,32.022262,76.47293719999999
Gaggal Khas BO,176101,KANGRA,HIMACHAL PRADESH,32.0329253,76.4490782
Kahanpat BO,176101,KANGRA,HIMACHAL PRADESH,32.0025454,76.4389549
Harrot BO,176095,KANGRA,HIMACHAL PRADESH,31.9309794,76.5893165
Uttrapur BO,176095,KANGRA,HIMACHAL PRADESH,31.9147707,76.59902780000002
Ashapuri BO,176094,KANGRA,HIMACHAL PRADESH,31.9744131,76.579165
Jeshangpura BO,384445,MAHESANA,GUJARAT,23.1431628,72.2452617
Khavad BO,384445,MAHESANA,GUJARAT,23.1980897,72.2415606
Chada BO,384325,MAHESANA,GUJARAT,23.8988657,72.76660629999999
Chotia BO,384325,MAHESANA,GUJARAT,23.9156359,72.6842221
Dabhoda BO,384325,MAHESANA,GUJARAT,23.9471306,72.6953068
Rasulpur BO,384325,MAHESANA,GUJARAT,23.8553264,72.6354439
Bayal Dhankhrol BO,383316,ARVALLI,GUJARAT,23.4503803,73.17921249999999
Bhavanpura Kampa BO,383316,ARVALLI,GUJARAT,23.2367718,73.0816624
Mota Kantharia BO,383251,ARVALLI,GUJARAT,23.6898879,73.4415929
Panibar BO,383251,ARVALLI,GUJARAT,23.6244429,73.42391429999999
Helodar BO,383345,ARVALLI,GUJARAT,23.2983698,73.506402
Mahiyapur BO,383345,ARVALLI,GUJARAT,23.3844638,73.42096769999999
Rambhoda BO,383345,ARVALLI,GUJARAT,23.3061188,73.471054
Behdaj BO,383350,ARVALLI,GUJARAT,23.5166365,73.49462
Bhemapur BO,383350,ARVALLI,GUJARAT,23.4805964,73.5888575
Kaliya Kuva BO,383350,ARVALLI,GUJARAT,23.4632186,73.61535409999999
Jamgadh BO,383350,ARVALLI,GUJARAT,23.6436742,73.5741357
Rellawada BO,383251,ARVALLI,GUJARAT,23.6154708,73.4739999
Vaghpur BO,383251,ARVALLI,GUJARAT,23.6680602,73.41360110000001
Ambalia BO,383345,ARVALLI,GUJARAT,23.3406947,73.5406397
Aniyor Kampa BO,383345,ARVALLI,GUJARAT,23.3380364,73.3690276
Banthiwada BO,383350,ARVALLI,GUJARAT,23.5153241,73.5358541
Lalpur BO,383350,ARVALLI,GUJARAT,23.537773,73.5564681
Itadi BO,383316,ARVALLI,GUJARAT,23.4709345,73.2020726
Moti Chinchano BO,383316,ARVALLI,GUJARAT,23.4792755,73.2057595
Ramos BO,383316,ARVALLI,GUJARAT,23.458307,73.13348529999999
Dahegamda BO,383251,ARVALLI,GUJARAT,23.7154375,73.4476875
Gali Semro BO,383251,ARVALLI,GUJARAT,23.6672859,73.5056657
Intva BO,383251,ARVALLI,GUJARAT,23.6074401,73.519656
Isari BO,383251,ARVALLI,GUJARAT,23.644985,73.4600066
Kaswada BO,383345,ARVALLI,GUJARAT,23.4126605,73.4879923
Mangalpur BO,383345,ARVALLI,GUJARAT,23.3561661,73.4931472
Nanawada BO,383345,ARVALLI,GUJARAT,23.3961573,73.4555875
Piprana BO,383345,ARVALLI,GUJARAT,23.3908431,73.4798916
Satarda BO,383345,ARVALLI,GUJARAT,23.354956,73.3885526
Vavdi BO,383345,ARVALLI,GUJARAT,23.372912,73.42096769999999
Belyo BO,383350,ARVALLI,GUJARAT,23.397749,73.59769
Kadvadi BO,383350,ARVALLI,GUJARAT,23.6237914,73.5505786
Kasana BO,383350,ARVALLI,GUJARAT,23.5762577,73.5613225
Kolundra BO,383350,ARVALLI,GUJARAT,23.5891613,73.4445392
Limbodara BO,383350,ARVALLI,GUJARAT,23.5152308,73.61535409999999
Moti Mori BO,383350,ARVALLI,GUJARAT,23.5768584,73.6241855
Moti Moydi BO,383350,ARVALLI,GUJARAT,23.5280552,73.6271293
Kanzari BO,384445,MAHESANA,GUJARAT,23.1226383,72.32130790000001
Khanpur BO,388365,ANAND,GUJARAT,22.5556804,73.0995528
Kherda BO,388365,ANAND,GUJARAT,22.5191044,73.10840519999999
Khorvad BO,388365,ANAND,GUJARAT,22.5646275,73.12905959999999
Pratappura BO,388365,ANAND,GUJARAT,22.5575506,73.14381159999999
Dhanturia BO,393020,BHARUCH,GUJARAT,21.6698895,72.8574558
Chaklad BO,392035,BHARUCH,GUJARAT,22.0046977,72.92686259999999
Kobla BO,392035,BHARUCH,GUJARAT,22.0325808,72.9312921
Mangleshwar BO,392030,BHARUCH,GUJARAT,21.7657766,73.1312725
Vaso BO,388245,KHEDA,GUJARAT,22.8358164,73.30823079999999
Bamalla BO,393120,BHARUCH,GUJARAT,21.8130172,73.314864
Indore BO,393120,BHARUCH,GUJARAT,21.8259392,73.3001233
Keshvan BO,392140,BHARUCH,GUJARAT,21.8582156,72.71710519999999
Kolavna BO,392140,BHARUCH,GUJARAT,21.8982563,72.8273821
Vahial BO,392140,BHARUCH,GUJARAT,21.8635923,72.7806422
Bharadia BO,393135,BHARUCH,GUJARAT,21.5339954,73.1585626
Chikhli BO,393135,BHARUCH,GUJARAT,21.5339954,73.1585626
Dholgam BO,393135,BHARUCH,GUJARAT,21.5339954,73.1585626
Dolatpur BO,393135,BHARUCH,GUJARAT,21.5339954,73.1585626
Kamalia BO,393135,BHARUCH,GUJARAT,21.5605542,73.3325516
Luna BO,393135,BHARUCH,GUJARAT,21.517279,73.1644628
Mela BO,393135,BHARUCH,GUJARAT,21.5339954,73.1585626
Bechri BO,388220,ANAND,GUJARAT,22.6723973,73.1379109
Piludra BO,393020,BHARUCH,GUJARAT,21.5504302,72.9283391
Pungam BO,393020,BHARUCH,GUJARAT,21.6167426,72.9416274
Kervada BO,392025,BHARUCH,GUJARAT,21.9102463,72.86631729999999
Bubvana BO,363750,SURENDRANAGAR,GUJARAT,23.3884282,71.8630625
Echhvada BO,363750,SURENDRANAGAR,GUJARAT,23.3940815,71.9104934
Sushiya BO,363750,SURENDRANAGAR,GUJARAT,23.4639657,71.8856672
Visavadi BO,363750,SURENDRANAGAR,GUJARAT,23.3580994,71.72962489999999
Chharad BO,363115,SURENDRANAGAR,GUJARAT,22.9603587,71.93420610000001
Keshlu BO,392025,BHARUCH,GUJARAT,21.8914977,72.94088909999999
Padaria BO,392025,BHARUCH,GUJARAT,21.8856419,72.9741067
Kavli BO,392180,BHARUCH,GUJARAT,22.1373305,72.7143124
Nada BO,392040,BHARUCH,GUJARAT,21.9917982,72.6860696
Adol BO,392240,BHARUCH,GUJARAT,21.87366,73.03164869999999
Fichwada BO,393120,BHARUCH,GUJARAT,21.8498033,73.2794846
Raisingpura BO,393120,BHARUCH,GUJARAT,21.7877507,73.32170719999999
Velugam BO,393120,BHARUCH,GUJARAT,21.8488176,73.28390739999999
Kalam BO,392140,BHARUCH,GUJARAT,21.8213243,72.76291259999999
Ochhan BO,392140,BHARUCH,GUJARAT,21.9887375,73.0346244
Malvan BO,388245,KHEDA,GUJARAT,22.8085107,73.322971
Sonaiya BO,388245,KHEDA,GUJARAT,22.8498777,73.2945953
Masra BO,388215,KHEDA,GUJARAT,22.7526094,73.07889569999999
Ambav Thasra BO,388250,KHEDA,GUJARAT,22.7969047,73.255158
Dabhali BO,388250,KHEDA,GUJARAT,22.8545101,73.2470486
Pipalwada BO,388250,KHEDA,GUJARAT,22.8404167,73.2234557
Dhamnacha BO,393145,NARMADA,GUJARAT,21.8995567,73.45337789999999
Jesalpore BO,393145,NARMADA,GUJARAT,21.8995567,73.45337789999999
Ajitgadh BO,363330,MORBI,GUJARAT,23.162885,71.13891009999999
Devaliya BO,363330,MORBI,GUJARAT,22.9403063,71.1448516
Kavadiya BO,363330,MORBI,GUJARAT,22.9985488,71.2933602
Malaniyad BO,363330,MORBI,GUJARAT,23.1194287,71.2569809
Ratabhe BO,363330,MORBI,GUJARAT,22.8490328,70.9944317
Dholi Bhal BO,363423,AHMADABAD,GUJARAT,22.4536569,72.0631118
Hebatpur BO,363115,SURENDRANAGAR,GUJARAT,23.0463532,71.9816261
DHANKI BO,363115,SURENDRANAGAR,GUJARAT,22.9515504,71.865286
Chuli BO,363310,SURENDRANAGAR,GUJARAT,22.9988714,71.34903589999999
Gajanvav BO,363310,SURENDRANAGAR,GUJARAT,22.9069083,71.38837509999999
Jegadva BO,363310,SURENDRANAGAR,GUJARAT,22.9534366,71.53678599999999
Malvan BO,363310,SURENDRANAGAR,GUJARAT,23.1111669,71.51304449999999
Thala BO,363310,SURENDRANAGAR,GUJARAT,23.1038034,71.5647872
Bakarthali BO,363040,SURENDRANAGAR,GUJARAT,22.7761216,71.6376694
Katuda BO,363040,SURENDRANAGAR,GUJARAT,22.7984742,71.5842643
Mota Ankevaliya BO,363040,SURENDRANAGAR,GUJARAT,22.853128,71.46555649999999
Draman BO,176094,KANGRA,HIMACHAL PRADESH,31.9885806,76.71200639999999
Suan BO,176094,KANGRA,HIMACHAL PRADESH,31.9638704,76.55893789999999
Chhenchheri BO,176086,KANGRA,HIMACHAL PRADESH,32.0346661,76.37530459999999
Bhatwan BO,176098,KANGRA,HIMACHAL PRADESH,32.1904776,76.0217831
Vadala Ghed BO,362625,JUNAGADH,GUJARAT,21.4189053,70.08045849999999
Erda BO,360576,PORBANDAR,GUJARAT,21.6416979,69.62930589999999
Sheriaj BO,362225,JUNAGADH,GUJARAT,21.1393358,70.1574878
Husenabad BO,362225,JUNAGADH,GUJARAT,21.1002644,70.1688368
Nakra BO,362625,JUNAGADH,GUJARAT,21.4161583,70.1107098
Sitana BO,362625,JUNAGADH,GUJARAT,21.433862,70.0659447
Sultanpur BO,362225,JUNAGADH,GUJARAT,21.1779647,70.16158089999999
Ambalia BO,362625,JUNAGADH,GUJARAT,21.3914112,70.1031589
Gosa BO,360576,PORBANDAR,GUJARAT,21.4963412,69.7540255
Mitrala BO,360576,PORBANDAR,GUJARAT,21.6259938,69.64153519999999
Bhad BO,360576,PORBANDAR,GUJARAT,21.5089783,69.8508063
Ratang BO,362120,JUNAGADH,GUJARAT,21.315771,70.6088625
Vadla BO,362205,JUNAGADH,GUJARAT,21.4779914,70.4004192
Adri BO,362255,GIR SOMNATH,GUJARAT,20.9641164,70.2895462
Deda BO,362255,GIR SOMNATH,GUJARAT,21.0043308,70.3866571
Vavdi BO,362255,GIR SOMNATH,GUJARAT,20.9847492,70.3439697
Bakula Dhanej BO,362150,GIR SOMNATH,GUJARAT,21.0749949,70.47071210000001
Borvav BO,362150,GIR SOMNATH,GUJARAT,21.1029837,70.5681395
Chitravad BO,362150,GIR SOMNATH,GUJARAT,21.1095611,70.52128739999999
Dhava BO,362150,GIR SOMNATH,GUJARAT,21.066633,70.59838630000002
Sangodra BO,362150,GIR SOMNATH,GUJARAT,21.1271809,70.5614466
Semarvav BO,362150,GIR SOMNATH,GUJARAT,21.0089155,70.4491417
Kindarva BO,362255,GIR SOMNATH,GUJARAT,21.0047133,70.3182135
Simar BO,362255,GIR SOMNATH,GUJARAT,21.012822,70.27282780000002
Vadodara Dodia BO,362255,GIR SOMNATH,GUJARAT,20.9855492,70.2713397
Dhamlej BO,362275,GIR SOMNATH,GUJARAT,20.7773845,70.6102471
Lodhva BO,362275,GIR SOMNATH,GUJARAT,20.8320374,70.5711141
Prasnavada BO,362275,GIR SOMNATH,GUJARAT,20.8388587,70.55624089999999
Rakhej BO,362275,GIR SOMNATH,GUJARAT,20.8010972,70.6484471
Gundran BO,362150,GIR SOMNATH,GUJARAT,21.049754,70.56429109999999
Rustampura BO,388245,KHEDA,GUJARAT,22.7902201,73.32075999999999
Khijalpur BO,388215,KHEDA,GUJARAT,22.7253512,73.0803713
Golaj BO,388250,KHEDA,GUJARAT,22.8224787,73.1910115
Gumadia BO,388250,KHEDA,GUJARAT,22.7607361,73.23274140000001
Kosam BO,388250,KHEDA,GUJARAT,22.8230624,73.24999749999999
Nanadara BO,388250,KHEDA,GUJARAT,22.9013707,73.226405
Nepalpura BO,388250,KHEDA,GUJARAT,22.8096256,73.2888263
Rasulpur BO,388250,KHEDA,GUJARAT,22.7989089,73.1799499
Sandheli BO,388250,KHEDA,GUJARAT,22.8840649,73.1998604
Vadad BO,388250,KHEDA,GUJARAT,22.8414917,73.2669531
Fulvadi BO,393145,NARMADA,GUJARAT,21.873984,73.6205058
Gadit BO,393145,NARMADA,GUJARAT,21.7624557,73.490938
Gopalpura BO,393145,NARMADA,GUJARAT,21.8601101,73.5635017
Hajarpura BO,393145,NARMADA,GUJARAT,21.8995567,73.45337789999999
Bhoramli BO,393050,NARMADA,GUJARAT,21.4685594,73.7977928
Borda BO,393050,NARMADA,GUJARAT,21.3967681,73.7742616
Mahupada BO,393050,NARMADA,GUJARAT,21.4319424,73.7933809
Moti Devrupan BO,393050,NARMADA,GUJARAT,21.4311247,73.6830521
Pat BO,393050,NARMADA,GUJARAT,21.5033613,73.791175
Patnamau BO,393050,NARMADA,GUJARAT,21.4687408,73.77463279999999
Kolvan BO,393025,NARMADA,GUJARAT,21.5122999,73.91834639999999
Langdi BO,393025,NARMADA,GUJARAT,21.4743366,73.97418739999999
Nevdiamba BO,393025,NARMADA,GUJARAT,21.4934082,73.89556449999999
Palaswada BO,393025,NARMADA,GUJARAT,21.4894111,73.9506774
Jepur BO,362150,GIR SOMNATH,GUJARAT,21.0608864,70.5502916
Khandheri BO,362150,GIR SOMNATH,GUJARAT,20.9673014,70.58003769999999
Sandesar BO,387610,KHEDA,GUJARAT,23.0044271,72.9283391
Vaghjipur BO,387610,KHEDA,GUJARAT,23.1063649,72.98293679999999
Silod BO,387320,KHEDA,GUJARAT,22.7299165,72.79246119999999
Kamla BO,387320,KHEDA,GUJARAT,22.7223133,72.84120879999999
Mahij BO,387120,KHEDA,GUJARAT,22.8699856,72.6606587
Samadra BO,387120,KHEDA,GUJARAT,22.8038453,72.65355199999999
Alwa BO,387620,KHEDA,GUJARAT,23.0842047,73.0911364
Aminpura BO,387620,KHEDA,GUJARAT,23.0072221,73.111356
Bhutia BO,387620,KHEDA,GUJARAT,23.0072222,73.111356
Danadra BO,387620,KHEDA,GUJARAT,23.0251997,73.2234557
Letar BO,387620,KHEDA,GUJARAT,23.0072222,73.111356
Savli BO,387620,KHEDA,GUJARAT,23.0072222,73.111356
Vadali BO,387620,KHEDA,GUJARAT,23.0598111,73.11725729999999
Vishnupura BO,387620,KHEDA,GUJARAT,23.1097165,73.19257309999999
Anara BO,387630,KHEDA,GUJARAT,22.9068303,73.0508582
Bhatera BO,387630,KHEDA,GUJARAT,22.9310378,73.0184731
Ghoghawada BO,387630,KHEDA,GUJARAT,22.863523,73.0110096
Minavada BO,387630,KHEDA,GUJARAT,22.8484465,72.9984633
Sarali BO,387630,KHEDA,GUJARAT,22.924368,72.9608202
Ladvel BO,387640,KHEDA,GUJARAT,22.9134302,73.117995
