OfficeName,Pincode,District,StateName,Lat_GMAP,Long_GMAP
Sarai Chheolaha BO,230133,PRATAPGARH,UTTAR PRADESH,25.9343755,81.0651163
Sarai Madhai BO,230133,PRATAPGARH,UTTAR PRADESH,25.8586352,82.2325226999999
Ailakhaimilia BO,221706,MAU,UTTAR PRADESH,25.9300808,83.7411631
Belaujha BO,221706,MAU,UTTAR PRADESH,25.9300808,83.7411631
Kawahianjanpur BO,224181,AMBEDKAR NAGAR,UTTAR PRADESH,26.4547186,82.8855961
Lakhandih BO,224181,AMBEDKAR NAGAR,UTTAR PRADESH,26.4185688,82.9259532
Lakhnipatti BO,224181,AMBEDKAR NAGAR,UTTAR PRADESH,26.4547186,82.8855961
Sutharpara BO,224181,AMBEDKAR NAGAR,UTTAR PRADESH,26.4547186,82.8855961
Akorha BO,232102,CHANDAULI,UTTAR PRADESH,25.1877511,83.2184763
Dhaneja BO,232102,CHANDAULI,UTTAR PRADESH,25.1889191,83.2117816
Gauri BO,232102,CHANDAULI,UTTAR PRADESH,25.1849857,83.1903543
Mavaiya BO,232102,CHANDAULI,UTTAR PRADESH,25.131644,83.1849963
Sikari BO,232102,CHANDAULI,UTTAR PRADESH,25.1967224,83.2211538999999
Bhabhaura BO,232103,CHANDAULI,UTTAR PRADESH,25.0492914,83.2212086999999
Bhikhampur BO,232103,CHANDAULI,UTTAR PRADESH,25.0564724,83.1863358
Kharaujha BO,232103,CHANDAULI,UTTAR PRADESH,25.0410185,83.2988477999999
Semrajpur BO,221706,MAU,UTTAR PRADESH,25.9969481,83.7557679
Bela Sultanpur BO,275307,MAU,UTTAR PRADESH,26.081786,83.6428232999999
Pawani BO,275307,MAU,UTTAR PRADESH,26.0601121,83.6853675999999
Bibi Pur BO,276306,MAU,UTTAR PRADESH,26.250231,83.5616429
Kuranga BO,276306,MAU,UTTAR PRADESH,26.2074211,83.5576478
Dhaur Hara BO,276405,MAU,UTTAR PRADESH,26.0684589,83.4109833999999
Bhabnoti Shankarpur BO,271825,BAHRAICH,UTTAR PRADESH,27.6872283,81.6446048999999
Fatehpurwapur BO,271825,BAHRAICH,UTTAR PRADESH,27.5470072,81.4937992999999
Hardas Pur BO,275305,MAU,UTTAR PRADESH,26.0457039,83.5423306
Kasara BO,275102,MAU,UTTAR PRADESH,26.0224689,83.6321826
Saharoj BO,275305,MAU,UTTAR PRADESH,25.9933654,83.5468247
Baktawar Ganj BO,275305,MAU,UTTAR PRADESH,26.0281162,83.5603112
Piparidih BO,275103,MAU,UTTAR PRADESH,25.853552,83.5275093
Raikwardeeh BO,275103,MAU,UTTAR PRADESH,25.8990694,83.5043544999999
Banpokhara BO,221603,MAU,UTTAR PRADESH,26.1514312,83.6880257
Bhairopur BO,221603,MAU,UTTAR PRADESH,26.2142644,83.6783965
Nathupur BO,221603,MAU,UTTAR PRADESH,26.1514312,83.6880257
Sipaibrahima Bad BO,221603,MAU,UTTAR PRADESH,26.1514312,83.6880257
Bahadurpur BO,221602,MAU,UTTAR PRADESH,26.1075126,83.7265548
Kamalsagar BO,221602,MAU,UTTAR PRADESH,26.118444,83.7411631
Bandikala BO,276403,MAU,UTTAR PRADESH,25.9816142,83.4096486
Utarizpur BO,276403,MAU,UTTAR PRADESH,25.9978572,83.4109833999999
Ataraul Pandey BO,221706,MAU,UTTAR PRADESH,25.9300808,83.7411631
Chhichore BO,221706,MAU,UTTAR PRADESH,25.9300808,83.7411631
Nasira Bad Kala BO,221706,MAU,UTTAR PRADESH,25.9592502,83.769042
Dev Kali Tas BO,276403,AZAMGARH,UTTAR PRADESH,25.8465639,83.2405635
Pichari BO,276403,AZAMGARH,UTTAR PRADESH,26.0692557,83.3321785999999
Bhuvana Bujurga BO,276405,AZAMGARH,UTTAR PRADESH,26.0928508,83.3655823
Sidhwal BO,221706,MAU,UTTAR PRADESH,25.8895177,83.7217339
Lakhani Mubarakpur BO,275307,MAU,UTTAR PRADESH,26.0358736,83.6694169
Parsupur BO,275307,MAU,UTTAR PRADESH,26.097252,83.6728961
Bela Kasaila BO,276306,MAU,UTTAR PRADESH,26.2022543,83.573627
Dargah BO,276306,MAU,UTTAR PRADESH,26.1869754,83.6268616
Misarauli BO,276306,MAU,UTTAR PRADESH,26.1947362,83.6029116
Dewal Ashram BO,276405,MAU,UTTAR PRADESH,26.0684589,83.4109833999999
Roni Baragaon BO,284204,JHANSI,UTTAR PRADESH,25.2223077,79.1717839
Sandwa Chandika BO,230503,PRATAPGARH,UTTAR PRADESH,26.0311503,81.8716058
Basupur BO,230401,PRATAPGARH,UTTAR PRADESH,26.0091443,81.9766629
Sarai Rajai BO,230401,PRATAPGARH,UTTAR PRADESH,26.0592894,82.1142335
Shahpur BO,230304,PRATAPGARH,UTTAR PRADESH,25.8667779,81.8197036
Aindha BO,230204,PRATAPGARH,UTTAR PRADESH,25.8044266,81.5514154
Bansiyara BO,230204,PRATAPGARH,UTTAR PRADESH,25.6919139,81.6624071999999
Baswahi BO,230204,PRATAPGARH,UTTAR PRADESH,25.7465291,81.5187389
Karenti BO,230204,PRATAPGARH,UTTAR PRADESH,25.6737323,81.4251512
Mangarh BO,230204,PRATAPGARH,UTTAR PRADESH,25.771869,81.4965438999999
Rahwain BO,230204,PRATAPGARH,UTTAR PRADESH,25.7218011,81.4937992999999
Jalesharganj BO,230132,PRATAPGARH,UTTAR PRADESH,25.9264098,81.6977959
Khaprahi BO,230132,PRATAPGARH,UTTAR PRADESH,25.924165,81.566498
Khajuri BO,230132,PRATAPGARH,UTTAR PRADESH,25.938686,81.6651457
Purwara BO,230132,PRATAPGARH,UTTAR PRADESH,25.8771794,81.6418656
Ranjitpur Chilbila BO,230403,PRATAPGARH,UTTAR PRADESH,25.9414367,81.9998367
Sarai Ganai BO,230403,PRATAPGARH,UTTAR PRADESH,25.9192537,82.0502482999999
Tala BO,230403,PRATAPGARH,UTTAR PRADESH,25.9385663,82.0543340999999
Harakhpur BO,230402,PRATAPGARH,UTTAR PRADESH,25.811727,81.8852582
Kalyanpur BO,230402,PRATAPGARH,UTTAR PRADESH,25.744366,81.7841703
Uri Ka Dih BO,230402,PRATAPGARH,UTTAR PRADESH,25.7888727,81.8442934
Gajariya BO,230134,PRATAPGARH,UTTAR PRADESH,25.8410238,82.1781613
Amra BO,284303,JHANSI,UTTAR PRADESH,25.7405325,78.948623
Bheonraghat BO,284303,JHANSI,UTTAR PRADESH,25.7405325,78.948623
Karkos BO,284303,JHANSI,UTTAR PRADESH,25.6507594,78.9203378
Kumhariya BO,284303,JHANSI,UTTAR PRADESH,25.6685467,78.9261722
Reo BO,284303,JHANSI,UTTAR PRADESH,25.4484257,78.5684594
Simiriya BO,284303,JHANSI,UTTAR PRADESH,25.770955,78.8127793
Tori BO,284303,JHANSI,UTTAR PRADESH,25.4484257,78.5684594
Khilli BO,284306,JHANSI,UTTAR PRADESH,25.8041037,79.0164736
Dangarwaha BO,284419,JHANSI,UTTAR PRADESH,25.5121107,78.4524591
Punaoli Kalan BO,284419,JHANSI,UTTAR PRADESH,25.5057875,78.473973
Amanpurawar BO,284205,JHANSI,UTTAR PRADESH,25.3204424,78.9966888
Deori Singhpura BO,284205,JHANSI,UTTAR PRADESH,25.2468102,79.0243220999999
Ghurat BO,284205,JHANSI,UTTAR PRADESH,25.3367122,78.9797270999999
Katera BO,284205,JHANSI,UTTAR PRADESH,25.2352979,78.9146798
Pathguwan BO,284205,JHANSI,UTTAR PRADESH,25.217857,78.993862
Siaoni Khurd BO,284205,JHANSI,UTTAR PRADESH,25.4484257,78.5684594
Vijay Garh BO,284205,JHANSI,UTTAR PRADESH,27.7205843,78.2268234
Sakin BO,284304,JHANSI,UTTAR PRADESH,25.8944921,78.9497332
Karari BO,284003,JHANSI,UTTAR PRADESH,25.5308237,78.5088885
Lauwar BO,230134,PRATAPGARH,UTTAR PRADESH,25.9020942,82.1530051
Sarkhelpur BO,230134,PRATAPGARH,UTTAR PRADESH,25.8756788,82.1386113
Padhna BO,284403,LALITPUR,UTTAR PRADESH,24.4637444,78.4481955999999
Bant,284403,LALITPUR,UTTAR PRADESH,24.4931802,78.3557775
Mirchwara BO,284403,LALITPUR,UTTAR PRADESH,24.6176678,78.4894015
Tera BO,284403,LALITPUR,UTTAR PRADESH,24.7522024,78.5263305
Jakhlaun BO,284403,LALITPUR,UTTAR PRADESH,24.5499524,78.3145181
Rajwara BO,284403,LALITPUR,UTTAR PRADESH,24.7140506,78.4680901999999
Hariharganj BO,212601,FATEHPUR,UTTAR PRADESH,25.912813,80.8031723
Hisamuddinpur Pipra BO,224181,AMBEDKAR NAGAR,UTTAR PRADESH,26.4872666,82.8543026
Shahpur Bangawan BO,224181,AMBEDKAR NAGAR,UTTAR PRADESH,26.2479099,82.7711185
Yadavpur BO,224181,AMBEDKAR NAGAR,UTTAR PRADESH,26.4547186,82.8855961
Mahulia BO,224183,AMBEDKAR NAGAR,UTTAR PRADESH,26.3033808,82.7940297
Patkhauli BO,276125,AZAMGARH,UTTAR PRADESH,26.0815548,83.2017384
Gaura BO,233304,GHAZIPUR,UTTAR PRADESH,25.5793241,83.2720082
KHAJURA BO,233304,GHAZIPUR,UTTAR PRADESH,25.6095117,83.288071
Amaura BO,232333,GHAZIPUR,UTTAR PRADESH,25.4097877,83.7551041
Athatha BO,232333,GHAZIPUR,UTTAR PRADESH,25.4297822,83.7570954999999
Dewal BO,232333,GHAZIPUR,UTTAR PRADESH,25.4107991,83.7789957999999
Mahna BO,232333,GHAZIPUR,UTTAR PRADESH,25.4297822,83.7570954999999
Basewa BO,275205,GHAZIPUR,UTTAR PRADESH,25.6626493,83.354895
Guraini BO,275205,GHAZIPUR,UTTAR PRADESH,25.6893219,83.3909575
Bharauli Kalan BO,233228,GHAZIPUR,UTTAR PRADESH,25.7284605,83.9009643999999
Goshalpur BO,233228,GHAZIPUR,UTTAR PRADESH,25.7636202,83.9314187
Mahend BO,233228,GHAZIPUR,UTTAR PRADESH,25.6855592,83.9404780999999
Patar BO,233228,GHAZIPUR,UTTAR PRADESH,25.7284697,83.9188416
Barahupur BO,230135,PRATAPGARH,UTTAR PRADESH,26.0041207,82.1795209
Muzahi Bazar BO,230135,PRATAPGARH,UTTAR PRADESH,25.949056,82.1931149
Patkhauli BO,230135,PRATAPGARH,UTTAR PRADESH,25.949056,82.1931149
Sarai Mahesh BO,230135,PRATAPGARH,UTTAR PRADESH,25.949056,82.1931149
Teonga BO,230002,PRATAPGARH,UTTAR PRADESH,25.8926422,81.9671185
Kilai BO,230121,PRATAPGARH,UTTAR PRADESH,25.9920945,82.4224574
Adharganj BO,230304,PRATAPGARH,UTTAR PRADESH,25.7992565,81.9780262
Bhadauliya BO,232102,CHANDAULI,UTTAR PRADESH,25.1708363,83.2679948
Dharde BO,232102,CHANDAULI,UTTAR PRADESH,25.1268496,83.2091035999999
Bentairi BO,232103,CHANDAULI,UTTAR PRADESH,25.0564724,83.1863358
Babu Patti BO,230304,PRATAPGARH,UTTAR PRADESH,25.7742701,82.0311778
Kushfara BO,230304,PRATAPGARH,UTTAR PRADESH,25.8045289,81.9671185
Shahpur BO,230401,PRATAPGARH,UTTAR PRADESH,25.8667779,81.8197036
Paharpur BO,230136,PRATAPGARH,UTTAR PRADESH,25.9690423,81.7595602999999
Kataiya BO,230137,PRATAPGARH,UTTAR PRADESH,25.9475774,81.8729712
Dhindhui BO,230138,PRATAPGARH,UTTAR PRADESH,26.0356254,82.2355791999999
Baba Ka Gaon BO,230139,PRATAPGARH,UTTAR PRADESH,26.0827481,81.6589877999999
Darra BO,230139,PRATAPGARH,UTTAR PRADESH,26.0169298,81.6430503
Bakol BO,230141,PRATAPGARH,UTTAR PRADESH,25.833927,81.478702
Kushuwapur BO,230141,PRATAPGARH,UTTAR PRADESH,25.8509976,81.4360284999999
Pike Nagar BO,230142,PRATAPGARH,UTTAR PRADESH,25.9319927,82.09518
Kailidih BO,230306,PRATAPGARH,UTTAR PRADESH,25.6992991,82.1387233
Hardoi BO,206253,ETAWAH,UTTAR PRADESH,26.9299654,79.0701548
Kathua BO,206253,ETAWAH,UTTAR PRADESH,26.9755865,79.058856
Kharduli BO,206253,ETAWAH,UTTAR PRADESH,26.8729263,79.0394922999999
Birondhi BO,206242,ETAWAH,UTTAR PRADESH,26.7185139,79.1943534
Garhwana BO,206242,ETAWAH,UTTAR PRADESH,26.7762471,79.3409229999999
Rustamgarh BO,207002,ETAH,UTTAR PRADESH,27.5437936,78.5472746
Holipur BO,233304,GHAZIPUR,UTTAR PRADESH,25.5335955,83.2706704
Kaneri BO,233304,GHAZIPUR,UTTAR PRADESH,25.622929,83.2610333
Bhadaura BO,232333,GHAZIPUR,UTTAR PRADESH,25.4541185,83.7398352
Lahna BO,232333,GHAZIPUR,UTTAR PRADESH,25.4126832,83.8061944999999
Maniya BO,232333,GHAZIPUR,UTTAR PRADESH,25.4527468,83.7770051999999
NAULI,232333,GHAZIPUR,UTTAR PRADESH,25.4912079,83.7106146
Seorai BO,232333,GHAZIPUR,UTTAR PRADESH,25.4463187,83.7471382
Utrauli BO,232333,GHAZIPUR,UTTAR PRADESH,25.4986357,83.7052437
Sauri BO,275205,GHAZIPUR,UTTAR PRADESH,25.6223647,83.3669393
Sonwani BO,233228,GHAZIPUR,UTTAR PRADESH,25.6815394,83.9598731999999
Garua Maksudpur BO,232332,GHAZIPUR,UTTAR PRADESH,25.5551083,83.5835633
Gaighat BO,232331,GHAZIPUR,UTTAR PRADESH,25.3548772,83.5756241
Rohura BO,232331,GHAZIPUR,UTTAR PRADESH,25.3568862,83.5709639999999
Darauli BO,232329,GHAZIPUR,UTTAR PRADESH,25.3948547,83.5962572
Dhanauta BO,232329,GHAZIPUR,UTTAR PRADESH,25.420854,83.5981592999999
Lahuwar BO,232329,GHAZIPUR,UTTAR PRADESH,25.4627817,83.6155531
Pachokhar BO,232329,GHAZIPUR,UTTAR PRADESH,25.4494387,83.6308524
Alawalpur BO,233305,GHAZIPUR,UTTAR PRADESH,25.6738519,83.5390001999999
Andhau BO,233305,GHAZIPUR,UTTAR PRADESH,25.6193936,83.573627
Arakhpur BO,233305,GHAZIPUR,UTTAR PRADESH,25.6565712,83.5982535999999
Belwa Urf Rasulpur BO,233305,GHAZIPUR,UTTAR PRADESH,25.6823344,83.5643063
Sirsa BO,206253,ETAWAH,UTTAR PRADESH,26.9103193,79.0419053
Gokha BO,222127,JAUNPUR,UTTAR PRADESH,25.6470324,82.4861052999999
Jamua BO,222127,JAUNPUR,UTTAR PRADESH,25.646174,82.5267009
Mujar BO,222127,JAUNPUR,UTTAR PRADESH,25.6493484,82.4597052
Bangaonpatti BO,222125,JAUNPUR,UTTAR PRADESH,25.9053716,82.5064060999999
Khujhidih BO,222201,JAUNPUR,UTTAR PRADESH,25.7608604,82.2278077
Kushmaul BO,222201,JAUNPUR,UTTAR PRADESH,25.8160397,82.2053473
Sultanpur BO,222201,JAUNPUR,UTTAR PRADESH,25.7811082,82.3221275
Unchgaon BO,222201,JAUNPUR,UTTAR PRADESH,25.7320312,82.3022665
Belaunakala BO,222162,JAUNPUR,UTTAR PRADESH,25.6008042,82.4739219
Gothaon BO,222162,JAUNPUR,UTTAR PRADESH,25.5586003,82.4925767
Gaddopur BO,222126,JAUNPUR,UTTAR PRADESH,25.7464145,82.6837032999999
Jamaupatti BO,222125,JAUNPUR,UTTAR PRADESH,25.9835821,82.4563199
Medha BO,222125,JAUNPUR,UTTAR PRADESH,25.9035379,82.4427769
Muradpur BO,222125,JAUNPUR,UTTAR PRADESH,25.8735991,82.4888124
Shahpur BO,222125,JAUNPUR,UTTAR PRADESH,25.9150281,82.4942263
Tiara BO,222125,JAUNPUR,UTTAR PRADESH,25.9035379,82.4427769
Udpur Ghelhawa BO,222125,JAUNPUR,UTTAR PRADESH,25.9035379,82.4427769
Bhilampur BO,222201,JAUNPUR,UTTAR PRADESH,25.7755628,82.1903963
Ghuripur BO,222201,JAUNPUR,UTTAR PRADESH,25.7537041,82.248823
Saraibhogi BO,222201,JAUNPUR,UTTAR PRADESH,25.7651546,82.3261977
Barhata BO,222144,JAUNPUR,UTTAR PRADESH,25.762436,82.4427769
Gonapar BO,222144,JAUNPUR,UTTAR PRADESH,25.748997,82.4671524
Itaha BO,222144,JAUNPUR,UTTAR PRADESH,25.7639506,82.3872227999999
Katahit BO,222144,JAUNPUR,UTTAR PRADESH,25.7123045,82.4400679
Sonahita BO,222144,JAUNPUR,UTTAR PRADESH,25.780617,82.3967108
Manapur BO,222162,JAUNPUR,UTTAR PRADESH,25.5416634,82.4969330999999
Sarsara BO,222162,JAUNPUR,UTTAR PRADESH,25.5610014,82.4725643
Nonari BO,222128,JAUNPUR,UTTAR PRADESH,25.493936,82.6846262
Aara BO,222133,JAUNPUR,UTTAR PRADESH,25.8252775,82.7677485999999
Shahopatti BO,222127,JAUNPUR,UTTAR PRADESH,25.7464145,82.6837032999999
Kuhi Kalan BO,222125,JAUNPUR,UTTAR PRADESH,25.9453941,82.4847516999999
Mirsahdpur BO,222125,JAUNPUR,UTTAR PRADESH,25.9035379,82.4427769
Newada Mukhalispur BO,222125,JAUNPUR,UTTAR PRADESH,25.8607187,82.4671524
Sarai Durgadas BO,222126,JAUNPUR,UTTAR PRADESH,25.8650893,82.3261977
Faizpur Ninana BO,250619,BAGHPAT,UTTAR PRADESH,29.0265587,77.203868
Gauripur BO,250619,BAGHPAT,UTTAR PRADESH,28.9887394,77.2210249
Umari BO,222125,JAUNPUR,UTTAR PRADESH,25.8649066,82.4346498
Alaiya BO,222201,JAUNPUR,UTTAR PRADESH,25.7983149,82.3139863
Neoraha BO,222201,JAUNPUR,UTTAR PRADESH,25.765653,82.2800546
Malai BO,222162,JAUNPUR,UTTAR PRADESH,25.5067771,82.4766295
Mangara BO,222162,JAUNPUR,UTTAR PRADESH,25.5544194,82.5230744
Nigoh BO,222162,JAUNPUR,UTTAR PRADESH,25.5315843,82.472568
Pariyat BO,222162,JAUNPUR,UTTAR PRADESH,25.5228801,82.5036997
Sotipur BO,222162,JAUNPUR,UTTAR PRADESH,25.5880582,82.4549657
Baneora BO,222128,JAUNPUR,UTTAR PRADESH,25.5156396,82.6807458
Lagdharpur BO,222128,JAUNPUR,UTTAR PRADESH,25.4831921,82.7090846
Tarati BO,222128,JAUNPUR,UTTAR PRADESH,25.527222,82.7063862
Balrampur BO,222129,JAUNPUR,UTTAR PRADESH,25.5785413,83.0039075
Biri BO,222129,JAUNPUR,UTTAR PRADESH,25.5785413,83.0039075
Dhirajpur BO,222132,JAUNPUR,UTTAR PRADESH,25.7666232,82.6247083
Kuwarda BO,222132,JAUNPUR,UTTAR PRADESH,25.715129,82.6388908
Bhawaniganj BO,222128,JAUNPUR,UTTAR PRADESH,25.5023536,82.6460105
Budhhipur BO,222128,JAUNPUR,UTTAR PRADESH,25.5156396,82.6807458
Dhanethu BO,222128,JAUNPUR,UTTAR PRADESH,25.5023978,82.7104337
Khetapur BO,222128,JAUNPUR,UTTAR PRADESH,25.5155798,82.7090846
Argupur Kala BO,223103,JAUNPUR,UTTAR PRADESH,26.1522552,82.6510449
Chitako BO,222129,JAUNPUR,UTTAR PRADESH,25.5785413,83.0039075
Chhapraula BO,201009,GAUTAM BUDDHA NAGAR,UTTAR PRADESH,28.6168523,77.4776626
Abhaipur BO,232331,GHAZIPUR,UTTAR PRADESH,25.3382481,83.5663036999999
Baruin BO,232331,GHAZIPUR,UTTAR PRADESH,25.3631541,83.5456607
Kataila BO,233305,GHAZIPUR,UTTAR PRADESH,25.6269911,83.5387387
Pahetia BO,233305,GHAZIPUR,UTTAR PRADESH,25.6668341,83.4970232
Digsari BO,202123,ALIGARH,UTTAR PRADESH,27.872293,77.8603108
Kemthal BO,202123,ALIGARH,UTTAR PRADESH,27.8311207,77.8595962999999
Majhola BO,202134,ALIGARH,UTTAR PRADESH,27.8718884,78.4638274
Manena Ummedpur BO,202134,ALIGARH,UTTAR PRADESH,27.7846791,78.4303657999999
Fatehgarhi BO,202135,ALIGARH,UTTAR PRADESH,27.9093369,77.7745314
Kasison BO,202135,ALIGARH,UTTAR PRADESH,27.9266975,77.8074214
Khera Sattu BO,202135,ALIGARH,UTTAR PRADESH,27.8813627,77.8002722
Bamrauli BO,283104,AGRA,UTTAR PRADESH,26.8741777,78.5887951
Kanau BO,204212,HATHRAS,UTTAR PRADESH,27.5731363,78.3066912
Maho BO,204212,HATHRAS,UTTAR PRADESH,27.5676501,78.208449
Kailora BO,204102,HATHRAS,UTTAR PRADESH,27.6366005,78.1651031
Dariyapur BO,203001,HATHRAS,UTTAR PRADESH,27.4985811,78.0195387
Ladpur BO,204101,HATHRAS,UTTAR PRADESH,27.5645145,78.1215208
Gobara BO,222129,JAUNPUR,UTTAR PRADESH,25.602852,82.9582212999999
Hariharpur BO,222129,JAUNPUR,UTTAR PRADESH,25.6036274,82.9743495
Hisampur BO,222129,JAUNPUR,UTTAR PRADESH,25.6136197,83.0602998
Masida BO,222132,JAUNPUR,UTTAR PRADESH,25.7391503,82.5760600999999
Shambhuganj BO,222132,JAUNPUR,UTTAR PRADESH,25.7674228,82.5970100999999
Baghendra BO,222133,JAUNPUR,UTTAR PRADESH,25.7564504,82.7886395
Kheda Helu BO,206253,ETAWAH,UTTAR PRADESH,26.8569434,79.1407421
Baharpur BO,206242,ETAWAH,UTTAR PRADESH,26.7750953,79.2873953
Ber BO,206242,ETAWAH,UTTAR PRADESH,26.8151865,79.2028155
Dundaheda BO,201009,GHAZIABAD,UTTAR PRADESH,28.6320535,77.4458150999999
Galand BO,201015,HAPUR,UTTAR PRADESH,28.6840063,77.5877318
Jindal Nagar BO,201015,GHAZIABAD,UTTAR PRADESH,28.6945407,77.5839053
Kushlia BO,201015,GHAZIABAD,UTTAR PRADESH,28.7162377999999,77.5332796
Ingrahm Institute BO,201002,GHAZIABAD,UTTAR PRADESH,28.6739269,77.4521974
Behta Hazipur BO,201102,GHAZIABAD,UTTAR PRADESH,28.7217214,77.3040884999999
Mandola BO,201102,GHAZIABAD,UTTAR PRADESH,28.7945848,77.277287
Barethi BO,221505,PRAYAGRAJ,UTTAR PRADESH,25.41659,82.098686
Dubawal BO,221505,PRAYAGRAJ,UTTAR PRADESH,25.3757022,81.9881207
Mukundpur BO,212503,PRAYAGRAJ,UTTAR PRADESH,25.6955106,81.7513551
Niyayipur BO,212503,PRAYAGRAJ,UTTAR PRADESH,25.6553084,81.7677645
Koraur BO,212401,JAUNPUR,UTTAR PRADESH,25.4945118,82.269193
Madanpur BO,202135,ALIGARH,UTTAR PRADESH,27.939304,77.7230316999999
Shiwala BO,202135,ALIGARH,UTTAR PRADESH,27.9383394,77.7523607999999
Band Abdulhamipur BO,204212,HATHRAS,UTTAR PRADESH,27.5806947,78.2426306999999
Bapandai BO,204212,HATHRAS,UTTAR PRADESH,27.6144129,78.3244788
Bonai Mohabbatpur BO,204212,HATHRAS,UTTAR PRADESH,27.5616541,78.2397826
Nagla Danda BO,204212,HATHRAS,UTTAR PRADESH,27.6488792,78.2782122999999
Baghraya BO,204102,HATHRAS,UTTAR PRADESH,27.5971185,78.1987644
Dhatroi BO,204102,HATHRAS,UTTAR PRADESH,27.671626,78.1820931
Allehpur BO,204101,HATHRAS,UTTAR PRADESH,27.5140449,78.1104715
Chhachena BO,207003,ETAH,UTTAR PRADESH,27.5663379,78.6668214
Garhi BO,207003,ETAH,UTTAR PRADESH,27.561144,78.66351
Kanuani BO,222146,JAUNPUR,UTTAR PRADESH,25.6060684,82.8425216
Brahmanpur BO,222148,JAUNPUR,UTTAR PRADESH,25.676092,83.0119665
Bami BO,222143,JAUNPUR,UTTAR PRADESH,25.6304615,82.3370504999999
Mandwa Bazar BO,212401,PRAYAGRAJ,UTTAR PRADESH,25.4781503,82.2581373
Kotwa BO,221505,PRAYAGRAJ,UTTAR PRADESH,25.3827742,82.0230031999999
Leelapur Kala BO,221505,PRAYAGRAJ,UTTAR PRADESH,25.3761498,82.0093768
Ramaipur BO,221505,PRAYAGRAJ,UTTAR PRADESH,25.6485948,81.8838931
Bhagwatipurkhutana BO,212503,PRAYAGRAJ,UTTAR PRADESH,25.6553084,81.7677645
Dahiyawan BO,212503,PRAYAGRAJ,UTTAR PRADESH,25.6379891,81.7472522
Arjunpur BO,204101,HATHRAS,UTTAR PRADESH,27.5007279,78.0109763999999
Bisana BO,204101,HATHRAS,UTTAR PRADESH,27.4908139,78.0466484
Gangcholi BO,204101,HATHRAS,UTTAR PRADESH,27.5980718,78.0492265
Lakhnu BO,204101,HATHRAS,UTTAR PRADESH,27.533248,78.1193823
Pachawari BO,202123,ALIGARH,UTTAR PRADESH,27.8098036,77.8388722
Paindapur BO,202123,ALIGARH,UTTAR PRADESH,27.8311207,77.8595962999999
Talesara BO,202123,ALIGARH,UTTAR PRADESH,27.8552617,77.8553089
Bhavigarh BO,202125,ALIGARH,UTTAR PRADESH,27.952386,78.2312379999999
Chhadawali BO,202125,ALIGARH,UTTAR PRADESH,27.905322,78.1792434
Gurushikharan BO,202125,ALIGARH,UTTAR PRADESH,27.905322,78.1792434
Kantore BO,207401,ETAH,UTTAR PRADESH,27.7588197,78.5068024
Nagla Galu BO,207002,ETAH,UTTAR PRADESH,27.5667354,78.6540576
Neorai BO,207002,ETAH,UTTAR PRADESH,27.5667354,78.6540576
Rarpatti BO,207002,ETAH,UTTAR PRADESH,27.6050665,78.662567
Angriya BO,207247,ETAH,UTTAR PRADESH,27.4783716,79.1774267999999
Daheliyapooth BO,207247,ETAH,UTTAR PRADESH,27.4395666,79.163319
Sarauth BO,207247,ETAH,UTTAR PRADESH,27.462798,79.0899245
Sarutiya BO,207247,ETAH,UTTAR PRADESH,27.4783716,79.1774267999999
Ubhai Asadnagar BO,207247,ETAH,UTTAR PRADESH,27.4783716,79.1774267999999
Narura BO,207301,ETAH,UTTAR PRADESH,27.4660559,78.4524591
Pipehra BO,207301,ETAH,UTTAR PRADESH,27.4998012,78.7561222
Baroliya BO,207248,ETAH,UTTAR PRADESH,27.438187,78.9351885
Fagnaul BO,207248,ETAH,UTTAR PRADESH,27.5175591,78.9401383
Jalalpur Santhal BO,207248,ETAH,UTTAR PRADESH,27.5175591,78.9401383
Kasela BO,207248,ETAH,UTTAR PRADESH,27.491705,78.9429665999999
Chirgawan BO,207302,ETAH,UTTAR PRADESH,27.5023111,78.2647004
Ganehspur BO,207302,ETAH,UTTAR PRADESH,27.4545734,78.3159411
Shakrauli BO,207302,ETAH,UTTAR PRADESH,27.4019906,78.3102488999999
Nadarmai BO,207241,Kasganj,UTTAR PRADESH,27.6441156,78.7504546999999
Sarsai Narau BO,207241,Kasganj,UTTAR PRADESH,27.7201577,78.7249468999999
Harsena BO,207124,Kasganj,UTTAR PRADESH,27.8939304,78.5887951
Jakhera BO,207124,Kasganj,UTTAR PRADESH,27.8054166,78.5843483
Kudhar BO,207124,Kasganj,UTTAR PRADESH,27.9098433,78.5717631
Mubarik Pur Mafi BO,207124,Kasganj,UTTAR PRADESH,27.8065635,78.5462098
Kadarganj BO,207242,Kasganj,UTTAR PRADESH,27.7445348,78.9584715
Mohanpur BO,207242,Kasganj,UTTAR PRADESH,27.7165525,78.8580815
Singpur BO,207242,Kasganj,UTTAR PRADESH,27.6760311,78.8580815
Simrau BO,207302,ETAH,UTTAR PRADESH,27.5003708,78.2419187
Takhawan BO,207302,ETAH,UTTAR PRADESH,27.4000636,78.2874772
Bahadurpur BO,207401,ETAH,UTTAR PRADESH,27.7848603,78.5632461
Kanar Kheraa BO,207401,ETAH,UTTAR PRADESH,27.7955443,78.4837189
Kutukpur Kaseri BO,207401,ETAH,UTTAR PRADESH,27.7722873,78.4993452
Mohani Mamoorganj BO,207401,ETAH,UTTAR PRADESH,27.7914673,78.5298806999999
